protein,folder
AER05493.1,Folder39
AER12184.1,Folder39
AER30328.1,Folder39
AER30333.1,Folder39
AER59712.1,Folder39
AET43040.1,Folder39
AET43255.1,Folder39
AET99168.1,Folder39
AET99191.1,Folder39
AET99203.1,Folder39
AET99208.1,Folder39
AET99209.1,Folder39
AEU03957.1,Folder39
AEU12421.1,Folder39
AEV23867.1,Folder39
AEW50182.1,Folder39
AEX09626.1,Folder39
AEX12162.1,Folder39
AEX12165.1,Folder39
AEX65549.1,Folder39
AEX92981.1,Folder39
AEZ00065.1,Folder39
AEZ36112.1,Folder39
AEZ53100.1,Folder39
AFA45340.1,Folder39
AFA51621.1,Folder39
AFC36922.1,Folder39
AFC87613.1,Folder39
AFC98436.1,Folder39
AFC98507.1,Folder39
AFD18573.1,Folder39
AFD50726.1,Folder39
AFD56972.1,Folder39
AFD64755.1,Folder39
AFD64760.1,Folder39
AFD98750.1,Folder39
AFD98754.1,Folder39
AFD98756.1,Folder39
AFD98763.1,Folder39
AFD98771.1,Folder39
AFD98777.1,Folder39
AFD98791.1,Folder39
AFD98793.1,Folder39
AFD98798.1,Folder39
AFD98800.1,Folder39
AFD98805.1,Folder39
AFD98810.1,Folder39
AFD98812.1,Folder39
AFD98819.1,Folder39
AFD98820.1,Folder39
AFD98826.1,Folder39
AFD98827.1,Folder39
AFD98833.1,Folder39
AFD98834.1,Folder39
AFD98835.1,Folder39
AFE84776.1,Folder39
AFE88887.1,Folder39
AFE88888.1,Folder39
AFF60282.1,Folder39
AFG24206.1,Folder39
AFG24210.1,Folder39
AFG28560.1,Folder39
AFG55532.1,Folder39
AFH35033.1,Folder39
AFH35035.1,Folder39
AFH57825.1,Folder39
AFH58021.1,Folder39
AFH88227.1,Folder39
AFI38984.1,Folder39
AFI49430.1,Folder39
AFI49431.1,Folder39
AFI49432.1,Folder39
AFI49433.1,Folder39
AFI49435.1,Folder39
AFI49447.1,Folder39
AFI61552.1,Folder39
AFI73263.1,Folder39
AFJ04709.1,Folder39
AFJ04890.1,Folder39
AFJ06845.2,Folder39
AFJ80778.1,Folder39
AFK09220.1,Folder39
AFK23434.1,Folder39
AFK23449.1,Folder39
AFK24474.1,Folder39
AFK65749.1,Folder39
AFK91793.1,Folder39
AFL02857.1,Folder39
AFL65790.1,Folder39
AFL71132.1,Folder39
AFM43867.1,Folder39
AFM72565.1,Folder39
AFN69582.1,Folder39
AFN88225.1,Folder39
AFO54722.1,Folder39
AFO54796.1,Folder39
AFO70496.1,Folder39
AFO70499.1,Folder39
AFP27206.1,Folder39
AFQ32891.1,Folder39
AFQ55883.1,Folder39
AFQ55887.1,Folder39
AFQ60540.1,Folder39
AFR45531.1,Folder39
AFR45548.1,Folder39
AFR45555.1,Folder39
AFR45556.1,Folder39
AFR45573.1,Folder39
AFR58685.1,Folder39
AFR58690.1,Folder39
AFR66760.1,Folder39
AFR79249.1,Folder39
AFR79252.1,Folder39
AFR79255.1,Folder39
AFR79256.1,Folder39
AFR79257.1,Folder39
AFR79327.1,Folder39
AFS68486.1,Folder39
AFS68499.1,Folder39
AFS88936.1,Folder39
AFU23684.1,Folder39
AFU50753.1,Folder39
AFU76903.1,Folder39
AFU76905.1,Folder39
AFU76911.1,Folder39
AFV08795.1,Folder39
AFV31349.1,Folder39
AFV33700.1,Folder39
AFV41129.1,Folder39
AFV53147.1,Folder39
AFV60760.1,Folder39
AFV60816.1,Folder39
AFV60825.1,Folder39
AFV60858.1,Folder39
AFV60867.1,Folder39
AFV60880.1,Folder39
AFV60911.1,Folder39
AFW89968.1,Folder39
AFW99002.1,Folder39
AFX65870.1,Folder39
AFX75933.1,Folder39
AFX79644.1,Folder39
AFX98100.1,Folder39
AFY10028.1,Folder39
AFY10039.1,Folder39
AFY10047.1,Folder39
AFY10053.1,Folder39
AFY13307.1,Folder39
AFY24236.1,Folder39
AFY63502.1,Folder39
AFY63503.1,Folder39
AFY97913.1,Folder39
AFZ40116.1,Folder39
AFZ40117.1,Folder39
AFZ40118.1,Folder39
AGA20452.1,Folder39
AGA92541.1,Folder39
AGA92543.1,Folder39
AGB56755.1,Folder39
AGB56756.1,Folder39
AGB56757.1,Folder39
AGB56758.1,Folder39
AGB56764.1,Folder39
AGB56773.1,Folder39
AGB56778.1,Folder39
AGB56827.1,Folder39
AGB56828.1,Folder39
AGB56829.1,Folder39
AGB56830.1,Folder39
AGB56832.1,Folder39
AGC02891.1,Folder39
AGC02897.1,Folder39
AGC11914.1,Folder39
AGC74165.1,Folder39
AGC74167.1,Folder39
AGC74168.1,Folder39
AGC74172.1,Folder39
AGC74177.1,Folder39
AGD79478.1,Folder39
AGH06530.1,Folder39
AGH06531.1,Folder39
AGH06532.1,Folder39
AGH06533.1,Folder39
AGH06535.1,Folder39
AGH06536.1,Folder39
AGH08163.1,Folder39
AGH58718.1,Folder39
AGH58719.1,Folder39
AGH58720.1,Folder39
AGH58721.1,Folder39
AGH58722.1,Folder39
AGH70287.1,Folder39
AGI61106.1,Folder39
AGJ83488.1,Folder39
AGJ83560.1,Folder39
AGL08200.1,Folder39
AGL42381.1,Folder39
AGL43637.1,Folder39
AGL44438.1,Folder39
AGL73422.1,Folder39
AGL73423.1,Folder39
AGL73425.1,Folder39
AGL73450.1,Folder39
AGL73451.1,Folder39
AGL73460.1,Folder39
AGM39401.1,Folder39
AGM61339.1,Folder39
AGN33396.1,Folder39
AGN72639.1,Folder39
AGN72641.1,Folder39
AGN76026.1,Folder39
AGN92518.1,Folder39
AGN94888.1,Folder39
AGN94889.1,Folder39
AGO17823.1,Folder39
AGO58327.1,Folder39
AGO58924.1,Folder39
AGP04943.1,Folder39
AGR44695.1,Folder39
AGR87639.3,Folder39
AGS09784.1,Folder39
AGS49172.1,Folder39
AGS80212.1,Folder39
AGS80213.1,Folder39
AGS83376.1,Folder39
AGT17757.1,Folder39
AGT17758.1,Folder39
AGT17760.1,Folder39
AGT17765.1,Folder39
AGT17768.1,Folder39
AGT17769.1,Folder39
AGT17777.1,Folder39
AGT21083.1,Folder39
AGT21338.1,Folder39
AGT21342.1,Folder39
AGT21344.1,Folder39
AGT21350.1,Folder39
AGT21353.1,Folder39
AGT21359.1,Folder39
AGT21366.1,Folder39
AGT51267.1,Folder40
AGT51323.1,Folder40
AGT51330.1,Folder40
AGT51332.1,Folder40
AGT51335.1,Folder40
AGT51337.1,Folder40
AGT51342.1,Folder40
AGT51346.1,Folder40
AGT51351.1,Folder40
AGT51358.1,Folder40
AGT51365.1,Folder40
AGT51366.1,Folder40
AGT51369.1,Folder40
AGT51372.1,Folder40
AGT51374.1,Folder40
AGT51379.1,Folder40
AGT51386.1,Folder40
AGT51388.1,Folder40
AGT51393.1,Folder40
AGT51400.1,Folder40
AGT51403.1,Folder40
AGT51407.1,Folder40
AGT51409.1,Folder40
AGT51410.1,Folder40
AGT51411.1,Folder40
AGT51412.1,Folder40
AGT51414.1,Folder40
AGT51415.1,Folder40
AGT51416.1,Folder40
AGT51419.1,Folder40
AGT51421.1,Folder40
AGT51422.1,Folder40
AGT51427.1,Folder40
AGT51429.1,Folder40
AGT51436.1,Folder40
AGT51438.1,Folder40
AGT51440.1,Folder40
AGT51443.1,Folder40
AGT51448.1,Folder40
AGT51453.1,Folder40
AGT51454.1,Folder40
AGT51480.1,Folder40
AGT51481.1,Folder40
AGT51488.1,Folder40
AGT51491.1,Folder40
AGT51498.1,Folder40
AGT51500.1,Folder40
AGT51505.1,Folder40
AGT51508.1,Folder40
AGT51509.1,Folder40
AGT51511.1,Folder40
AGT51518.1,Folder40
AGT51520.1,Folder40
AGT51521.1,Folder40
AGT51525.1,Folder40
AGT51530.1,Folder40
AGT51533.1,Folder40
AGT51541.1,Folder40
AGT51548.1,Folder40
AGT51551.1,Folder40
AGT51558.1,Folder40
AGT51559.1,Folder40
AGT51568.1,Folder40
AGT51577.1,Folder40
AGT51578.1,Folder40
AGT51579.1,Folder40
AGT51587.1,Folder40
AGT51590.1,Folder40
AGT51599.1,Folder40
AGT51600.1,Folder40
AGT51605.1,Folder40
AGT51607.1,Folder40
AGT51617.1,Folder40
AGT51619.1,Folder40
AGT51633.1,Folder40
AGT51637.1,Folder40
AGT51639.1,Folder40
AGT51647.1,Folder40
AGT51657.1,Folder40
AGT51661.1,Folder40
AGT51667.1,Folder40
AGT51669.1,Folder40
AGT51674.1,Folder40
AGT51675.1,Folder40
AGT51677.1,Folder40
AGT51679.1,Folder40
AGT51680.1,Folder40
AGT51685.1,Folder40
AGT51687.1,Folder40
AGT51688.1,Folder40
AGT51690.1,Folder40
AGT51695.1,Folder40
AGT51697.1,Folder40
AGT51707.1,Folder40
AGT51717.1,Folder40
AGT51725.1,Folder40
AGT51728.1,Folder40
AGT51729.1,Folder40
AGT51734.1,Folder40
AGT51735.1,Folder40
AGT51737.1,Folder40
AGT51740.1,Folder40
AGT51745.1,Folder40
AGT51747.1,Folder40
AGT51748.1,Folder40
AGT51757.1,Folder40
AGT51759.1,Folder40
AGT51760.1,Folder40
AGT51764.1,Folder40
AGT51765.1,Folder40
AGT51769.1,Folder40
AGT51784.1,Folder40
AGT51787.1,Folder40
AGT51795.1,Folder40
AGT51797.1,Folder40
AGT51799.1,Folder40
AGT51800.1,Folder40
AGT51805.1,Folder40
AGT57426.1,Folder40
AGT77296.1,Folder40
AGU90648.1,Folder40
AGV04676.1,Folder40
AGV04695.1,Folder40
AGV04720.1,Folder40
AGV04721.1,Folder40
AGV04728.1,Folder40
AGV08382.1,Folder40
AGV08389.1,Folder40
AGV08391.1,Folder40
AGV08397.1,Folder40
AGV08399.1,Folder40
AGV08405.1,Folder40
AGV08406.1,Folder40
AGV08437.1,Folder40
AGV08438.1,Folder40
AGV08439.1,Folder40
AGV08467.1,Folder40
AGV08472.1,Folder40
AGV08477.1,Folder40
AGV08492.1,Folder40
AGV08496.1,Folder40
AGV08514.1,Folder40
AGV08515.1,Folder40
AGV08520.1,Folder40
AGV08522.1,Folder40
AGV08523.1,Folder40
AGV08524.1,Folder40
AGV08533.1,Folder40
AGV08540.1,Folder40
AGV08555.1,Folder40
AGV08556.1,Folder40
AGV08568.1,Folder40
AGV08584.1,Folder40
AGV08590.1,Folder40
AGV08596.1,Folder40
AGV08597.1,Folder40
AGV22366.1,Folder40
AGV52808.1,Folder40
AGW27143.1,Folder40
AGW27481.1,Folder40
AGW27834.1,Folder40
AGW27840.1,Folder40
AGW27852.1,Folder40
AGW27859.1,Folder40
AGW27861.1,Folder40
AGW27863.1,Folder40
AGW27870.1,Folder40
AGW27872.1,Folder40
AGW27877.1,Folder40
AGW80671.1,Folder40
AGW80677.1,Folder40
AGW80932.1,Folder40
AGW80935.1,Folder40
AGW80946.1,Folder40
AGW80947.1,Folder40
AGW80953.1,Folder40
AGX01095.1,Folder40
AGX15381.1,Folder40
AGY14522.1,Folder40
AGY29650.2,Folder40
AGY29651.2,Folder40
AGZ48809.1,Folder40
AGZ48826.1,Folder40
AGZ48830.1,Folder40
AHA36351.1,Folder40
AHA58719.1,Folder40
AHA80149.1,Folder40
AHA80151.1,Folder40
AHA80155.1,Folder40
AHA80162.1,Folder40
AHA80171.1,Folder40
AHA80174.1,Folder40
AHA80176.1,Folder40
AHA80186.1,Folder40
AHA80190.1,Folder40
AHA80201.1,Folder40
AHA80204.1,Folder40
AHA80206.1,Folder40
AHA80213.1,Folder40
AHA80218.1,Folder40
AHA80222.1,Folder40
AHA80225.1,Folder40
AHA80229.1,Folder40
AHB17899.1,Folder40
AHB33324.1,Folder40
AHB33326.1,Folder40
AHB33330.1,Folder40
AHC08451.1,Folder40
AHC13249.1,Folder40
AHC13250.1,Folder40
AHC74084.1,Folder40
AHC74089.1,Folder40
AHC74096.1,Folder40
AHC98446.1,Folder40
AHE78098.1,Folder40
AHE78102.1,Folder40
AHE78105.1,Folder40
AHF20526.1,Folder40
AHF49783.1,Folder40
AHF49837.1,Folder40
AHF51980.1,Folder40
AHF54648.1,Folder40
AHF54651.1,Folder40
AHF54652.1,Folder40
AHF54653.1,Folder40
AHF54657.1,Folder40
AHF54658.1,Folder40
AHF54659.1,Folder40
AHF54662.1,Folder40
AHF54664.1,Folder40
AHF54667.1,Folder40
AHF96180.1,Folder40
AHG06340.1,Folder40
AHG06351.1,Folder40
AHG06353.1,Folder40
AHG06373.1,Folder40
AHG06381.1,Folder40
AHG06382.1,Folder40
AHG06383.1,Folder40
AHG06624.1,Folder40
AHG23217.1,Folder40
AHG23230.1,Folder40
AHG25306.1,Folder40
AHG25307.1,Folder40
AHH06031.1,Folder40
AHI07414.1,Folder40
AHI43005.1,Folder40
AHI43742.1,Folder40
AHI43747.1,Folder40
AHI48527.1,Folder40
AHI48528.1,Folder41
AHI48535.1,Folder41
AHI48543.1,Folder41
AHI48545.1,Folder41
AHI48549.1,Folder41
AHI48550.1,Folder41
AHI48551.1,Folder41
AHI48554.1,Folder41
AHI48573.1,Folder41
AHI48581.1,Folder41
AHI48582.1,Folder41
AHI48583.1,Folder41
AHI48589.1,Folder41
AHI48593.1,Folder41
AHI48604.1,Folder41
AHI48614.1,Folder41
AHI48648.1,Folder41
AHI48661.1,Folder41
AHI48672.1,Folder41
AHI48676.1,Folder41
AHI48692.1,Folder41
AHI48700.1,Folder41
AHI48702.1,Folder41
AHI48723.1,Folder41
AHI48724.1,Folder41
AHI48727.1,Folder41
AHI48733.1,Folder41
AHI48736.1,Folder41
AHI48737.1,Folder41
AHI48741.1,Folder41
AHI48744.1,Folder41
AHI48745.1,Folder41
AHI48747.1,Folder41
AHI48748.1,Folder41
AHI48749.1,Folder41
AHI48750.1,Folder41
AHI48765.1,Folder41
AHI48773.1,Folder41
AHI48776.1,Folder41
AHI48777.1,Folder41
AHI48778.1,Folder41
AHI48784.1,Folder41
AHI48785.1,Folder41
AHI48786.1,Folder41
AHI48787.1,Folder41
AHI48789.1,Folder41
AHI48792.1,Folder41
AHI48793.1,Folder41
AHI48794.1,Folder41
AHI48796.1,Folder41
AHI48797.1,Folder41
AHI48798.1,Folder41
AHI48802.1,Folder41
AHI48803.1,Folder41
AHI48825.1,Folder41
AHI48833.1,Folder41
AHI48842.1,Folder41
AHI48843.1,Folder41
AHI50298.1,Folder41
AHJ06854.1,Folder41
AHJ80149.1,Folder41
AHK05342.1,Folder41
AHK05343.1,Folder41
AHK06937.1,Folder41
AHK06999.1,Folder41
AHK22774.1,Folder41
AHK61135.1,Folder41
AHK63226.1,Folder41
AHL18090.1,Folder41
AHL18091.1,Folder41
AHL18094.1,Folder41
AHL18095.1,Folder41
AHL18098.1,Folder41
AHL31360.1,Folder41
AHL31361.1,Folder41
AHL31362.1,Folder41
AHL31378.1,Folder41
AHL31379.1,Folder41
AHL43502.1,Folder41
AHL43504.1,Folder41
AHM25909.1,Folder41
AHM94178.1,Folder41
AHM94184.1,Folder41
AHM94185.1,Folder41
AHM94228.1,Folder41
AHN09748.1,Folder41
AHN10455.1,Folder41
AHN10810.1,Folder41
AHN10826.1,Folder41
AHN50411.1,Folder41
AHN64774.1,Folder41
AHN64781.1,Folder41
AHN85641.1,Folder41
AHW74788.1,Folder41
AHX00711.1,Folder41
AHX00713.1,Folder41
AHX03180.1,Folder41
AHX24667.2,Folder41
AHX24668.1,Folder41
AHX24669.1,Folder41
AHX37557.1,Folder41
AHX37559.1,Folder41
AHX37562.1,Folder41
AHX37569.1,Folder41
AHX71940.1,Folder41
AHX71943.1,Folder41
AHX71946.1,Folder41
AHY04433.1,Folder41
AHY21468.1,Folder41
AHY21469.1,Folder41
AHY22534.1,Folder41
AHY22543.1,Folder41
AHY22544.1,Folder41
AHY22554.1,Folder41
AHY22555.1,Folder41
AHY22563.1,Folder41
AHY22564.1,Folder41
AHY22565.1,Folder41
AHY22571.1,Folder41
AHY94725.1,Folder41
AHZ08798.1,Folder41
AHZ13508.1,Folder41
AHZ41528.1,Folder41
AHZ64057.1,Folder41
AHZ90568.1,Folder41
AIA22864.1,Folder41
AIA22866.1,Folder41
AIA62276.1,Folder41
AIA62277.1,Folder41
AIA62289.1,Folder41
AIA62298.1,Folder41
AIA62299.1,Folder41
AIA62300.1,Folder41
AIA62309.1,Folder41
AIA62310.1,Folder41
AIA62319.1,Folder41
AIA62329.1,Folder41
AIA63974.1,Folder41
AIC06934.1,Folder41
AIC77142.1,Folder41
AIC83163.1,Folder41
AIC84133.1,Folder41
AID16713.1,Folder41
AID16714.1,Folder41
AID16715.1,Folder41
AID16733.1,Folder41
AID50419.1,Folder41
AID50426.1,Folder41
AID50427.1,Folder41
AID55079.1,Folder41
AID55084.1,Folder41
AID55085.1,Folder41
AID55087.1,Folder41
AID55088.1,Folder41
AID55095.1,Folder41
AID55096.1,Folder41
AID55097.1,Folder41
AID55099.1,Folder41
AID61748.1,Folder41
AID66496.1,Folder41
AID66497.1,Folder41
AIE11908.1,Folder41
AIE17400.1,Folder41
AIE52537.1,Folder41
AIF73121.1,Folder41
AIG13041.1,Folder41
AIG13097.1,Folder41
AIG13098.1,Folder41
AIG13099.1,Folder41
AIG13100.1,Folder41
AIG13101.1,Folder41
AIG13102.1,Folder41
AIG13103.1,Folder41
AIG13104.1,Folder41
AIG59196.1,Folder41
AIG59204.1,Folder41
AIG59206.1,Folder41
AIG59207.1,Folder41
AIG59210.1,Folder41
AIG59214.1,Folder41
AIG96641.1,Folder41
AIG96649.1,Folder41
AIG96659.1,Folder41
AIG96663.1,Folder41
AIG96678.1,Folder41
AIG96682.1,Folder41
AIG96691.1,Folder41
AII82118.1,Folder41
AII99332.1,Folder41
AIJ19272.1,Folder41
AIK66520.1,Folder41
AIL23920.1,Folder41
AIL23940.1,Folder41
AIL23941.1,Folder41
AIL23945.1,Folder41
AIL23988.1,Folder41
AIL23989.1,Folder41
AIL27778.1,Folder41
AIL49307.1,Folder41
AIL49309.1,Folder41
AIL49324.1,Folder41
AIL49325.1,Folder41
AIL49332.1,Folder41
AIL49333.1,Folder41
AIL49334.1,Folder41
AIL49335.1,Folder41
AIL49336.1,Folder41
AIL49343.1,Folder41
AIL49345.1,Folder41
AIL49348.1,Folder41
AIL49349.1,Folder41
AIL49375.1,Folder41
AIL49380.1,Folder41
AIL49382.1,Folder41
AIL49389.1,Folder41
AIL49396.1,Folder41
AIL49401.1,Folder41
AIL49415.1,Folder41
AIL49418.1,Folder41
AIL49426.1,Folder41
AIL49428.1,Folder41
AIL49429.1,Folder41
AIL49434.1,Folder41
AIL49470.1,Folder41
AIL49482.1,Folder41
AIL49485.1,Folder41
AIL49486.1,Folder41
AIL49487.1,Folder41
AIL49488.1,Folder41
AIL49489.1,Folder41
AIL49490.1,Folder41
AIL49491.1,Folder41
AIL49492.1,Folder41
AIL49493.1,Folder41
AIL49495.1,Folder41
AIL49497.1,Folder41
AIL49498.1,Folder41
AIL49500.1,Folder41
AIL49502.1,Folder41
AIL49503.1,Folder41
AIL49507.1,Folder41
AIL49512.1,Folder41
AIL49515.1,Folder41
AIL49516.1,Folder41
AIL49519.1,Folder41
AIL49520.1,Folder41
AIL49523.1,Folder41
AIL49528.1,Folder41
AIL49529.1,Folder41
AIL49536.1,Folder41
AIL49538.1,Folder42
AIL49539.1,Folder42
AIL49542.1,Folder42
AIL49543.1,Folder42
AIL49544.1,Folder42
AIL49546.1,Folder42
AIL49548.1,Folder42
AIL49550.1,Folder42
AIL49553.1,Folder42
AIL49554.1,Folder42
AIL49562.1,Folder42
AIL49563.1,Folder42
AIL49570.1,Folder42
AIL49573.1,Folder42
AIL49582.1,Folder42
AIL49596.1,Folder42
AIL49620.1,Folder42
AIL49624.1,Folder42
AIL49625.1,Folder42
AIL56349.1,Folder42
AIQ02470.1,Folder42
AIR95814.1,Folder42
AIS76445.1,Folder42
AIS82656.1,Folder42
AIT70941.1,Folder42
AIV41774.1,Folder42
AIV41775.1,Folder42
AIV41780.1,Folder42
AIV41786.1,Folder42
AIV41792.1,Folder42
AIV41798.1,Folder42
AIV41804.1,Folder42
AIV41810.1,Folder42
AIV41811.1,Folder42
AIV41816.1,Folder42
AIV41818.1,Folder42
AIV41822.1,Folder42
AIV41824.1,Folder42
AIV41831.1,Folder42
AIV41834.1,Folder42
AIV41836.1,Folder42
AIV41839.1,Folder42
AIV41840.1,Folder42
AIV41842.1,Folder42
AIV41846.1,Folder42
AIV41848.1,Folder42
AIV41850.1,Folder42
AIV41852.1,Folder42
AIV41864.1,Folder42
AIV41873.1,Folder42
AIV41876.1,Folder42
AIV41888.1,Folder42
AIV41889.1,Folder42
AIV41890.1,Folder42
AIV41891.1,Folder42
AIV41894.1,Folder42
AIV41895.1,Folder42
AIV41896.1,Folder42
AIV41909.1,Folder42
AIV41912.1,Folder42
AIV41918.1,Folder42
AIV41930.1,Folder42
AIV41936.1,Folder42
AIV41942.1,Folder42
AIV41948.1,Folder42
AIV41955.1,Folder42
AIV41960.1,Folder42
AIV41966.1,Folder42
AIV41972.1,Folder42
AIV41978.1,Folder42
AIV41984.1,Folder42
AIV41989.1,Folder42
AIV41990.1,Folder42
AIV41992.1,Folder42
AIV41994.1,Folder42
AIV41996.1,Folder42
AIV42002.1,Folder42
AIV42008.1,Folder42
AIV42010.1,Folder42
AIV43167.1,Folder42
AIW04906.1,Folder42
AIW52704.1,Folder42
AIW52712.1,Folder42
AIW52713.1,Folder42
AIW52715.1,Folder42
AIW52721.1,Folder42
AIW52722.1,Folder42
AIW52723.1,Folder42
AIW52728.1,Folder42
AIW52729.1,Folder42
AIW52735.1,Folder42
AIW52740.1,Folder42
AIW52741.1,Folder42
AIW52745.1,Folder42
AIW52747.1,Folder42
AIW52748.1,Folder42
AIW52750.1,Folder42
AIW52752.1,Folder42
AIW52753.1,Folder42
AIW52754.1,Folder42
AIW52755.1,Folder42
AIW52756.1,Folder42
AIW52757.1,Folder42
AIW52763.1,Folder42
AIW52766.1,Folder42
AIW52767.1,Folder42
AIW52776.1,Folder42
AIW52795.1,Folder42
AIW52805.1,Folder42
AIW52813.1,Folder42
AIW52827.1,Folder42
AIW52831.1,Folder42
AIW52835.1,Folder42
AIW52839.1,Folder42
AIW52841.1,Folder42
AIW52843.1,Folder42
AIW80245.1,Folder42
AIX09796.1,Folder42
AIX09798.1,Folder42
AIX09799.1,Folder42
AIX09804.1,Folder42
AIX09807.1,Folder42
AIX09811.1,Folder42
AIX10716.1,Folder42
AIX10717.1,Folder42
AIX10718.1,Folder42
AIX10719.1,Folder42
AIX10720.1,Folder42
AIX10721.1,Folder42
AIX10722.1,Folder42
AIX10723.1,Folder42
AIX10728.1,Folder42
AIX10729.1,Folder42
AIX10731.1,Folder42
AIX10733.1,Folder42
AIX10734.1,Folder42
AIX10745.1,Folder42
AIX10748.1,Folder42
AIX10749.1,Folder42
AIX10750.1,Folder42
AIX10751.1,Folder42
AIX10753.1,Folder42
AIX10755.1,Folder42
AIX10756.1,Folder42
AIX10759.1,Folder42
AIX10760.1,Folder42
AIX10763.1,Folder42
AIX11592.1,Folder42
AIY34724.1,Folder42
AIY60522.1,Folder42
AIY60528.1,Folder42
AIY60536.1,Folder42
AIY60561.1,Folder42
AIY60565.1,Folder42
AIY60577.1,Folder42
AIY60587.1,Folder42
AIZ48759.1,Folder42
AIZ74426.1,Folder42
AIZ74430.1,Folder42
AIZ74432.1,Folder42
AIZ74435.1,Folder42
AIZ74437.1,Folder42
AJA04402.1,Folder42
AJA30277.1,Folder42
AJA36296.1,Folder42
AJC98124.1,Folder42
AJC98130.1,Folder42
AJC98133.1,Folder42
AJD79495.1,Folder42
AJD79512.1,Folder42
AJD79548.1,Folder42
AJD81440.1,Folder42
AJE26202.1,Folder42
AJE26205.1,Folder42
AJE26211.1,Folder42
AJE26216.1,Folder42
AJE26218.1,Folder42
AJE26220.1,Folder42
AJE26223.1,Folder42
AJE26227.1,Folder42
AJE26237.1,Folder42
AJE26242.1,Folder42
AJE30265.1,Folder42
AJF19159.1,Folder42
AJF93907.1,Folder42
AJG43762.1,Folder42
AJG44057.1,Folder42
AJG44059.1,Folder42
AJG44069.1,Folder42
AJG44080.1,Folder42
AJG44102.1,Folder42
AJG44103.1,Folder42
AJG44108.1,Folder42
AJG44112.1,Folder42
AJG44123.1,Folder42
AJK91617.1,Folder42
AJO15988.1,Folder42
AJO27012.1,Folder42
AJO62148.1,Folder42
AJO62198.1,Folder42
AJP15081.1,Folder42
AJQ24067.1,Folder42
AJQ24068.1,Folder42
AJQ24070.1,Folder42
AJQ24072.1,Folder42
AJQ24074.1,Folder42
AJQ24079.1,Folder42
AJQ24081.1,Folder42
AJQ24082.1,Folder42
AJQ24083.1,Folder42
AJQ24087.1,Folder42
AJQ24090.1,Folder42
AJR21214.1,Folder42
AJR21492.1,Folder42
AJS10801.1,Folder42
AJS10811.1,Folder42
AJS10812.1,Folder42
AJS10814.1,Folder42
AJT39522.1,Folder42
AJW81892.1,Folder42
AJY53710.1,Folder42
AKA09607.1,Folder42
AKA09609.1,Folder42
AKA09611.1,Folder42
AKA09612.1,Folder42
AKA09614.1,Folder42
AKA09616.1,Folder42
AKA09617.1,Folder42
AKA09620.1,Folder42
AKA09621.1,Folder42
AKA09622.1,Folder42
AKA09623.1,Folder42
AKA09624.1,Folder42
AKA09625.1,Folder42
AKA09626.1,Folder42
AKA09627.1,Folder42
AKA09629.1,Folder42
AKA09630.1,Folder42
AKA09633.1,Folder42
AKA09640.1,Folder42
AKA09642.1,Folder42
AKA09643.1,Folder42
AKA09644.1,Folder42
AKA09645.1,Folder42
AKA09646.1,Folder42
AKA09647.1,Folder42
AKA09651.1,Folder42
AKA09652.1,Folder42
AKA09654.1,Folder42
AKA09658.1,Folder42
AKA09659.1,Folder43
AKA09662.1,Folder43
AKA09663.1,Folder43
AKA09664.1,Folder43
AKA28391.1,Folder43
AKA28400.1,Folder43
AKA28500.1,Folder43
AKA28533.1,Folder43
AKA28574.1,Folder43
AKA28680.1,Folder43
AKA28686.1,Folder43
AKA28751.1,Folder43
AKA28825.1,Folder43
AKA28827.1,Folder43
AKA62184.1,Folder43
AKA87302.1,Folder43
AKB94054.1,Folder43
AKC35934.1,Folder43
AKC88489.1,Folder43
AKE31907.1,Folder43
AKE78834.1,Folder43
AKG96262.1,Folder43
AKI19648.1,Folder43
AKI22339.1,Folder43
AKI25262.1,Folder43
AKI29253.1,Folder43
AKI29254.1,Folder43
AKI29262.1,Folder43
AKI82362.1,Folder43
AKI84062.1,Folder43
AKI84206.1,Folder43
AKI96460.1,Folder43
AKJ80136.2,Folder43
AKK52584.1,Folder43
AKK52585.1,Folder43
AKK52590.1,Folder43
AKK52599.1,Folder43
AKK52620.1,Folder43
AKL59401.1,Folder43
AKL80608.1,Folder43
AKL80619.1,Folder43
AKL87217.1,Folder43
AKL87221.1,Folder43
AKL87224.1,Folder43
AKM76239.1,Folder43
AKM76243.1,Folder43
AKM76245.1,Folder43
AKN11074.1,Folder43
AKN24751.1,Folder43
AKN24752.1,Folder43
AKN24774.1,Folder43
AKN24784.1,Folder43
AKN24802.1,Folder43
AKN24803.1,Folder43
AKN24812.1,Folder43
AKN24830.1,Folder43
AKN24834.1,Folder43
AKN58609.1,Folder43
AKP18449.1,Folder43
AKP23873.1,Folder43
AKQ00017.1,Folder43
AKQ00021.1,Folder43
AKQ00028.1,Folder43
AKQ00032.1,Folder43
AKQ00034.1,Folder43
AKQ00035.1,Folder43
AKQ00036.1,Folder43
AKQ00039.1,Folder43
AKQ21067.1,Folder43
AKS03922.1,Folder43
AKT07951.1,Folder43
AKT07952.1,Folder43
AKT08840.1,Folder43
AKZ19086.1,Folder43
AKZ66193.1,Folder43
ALA49340.1,Folder43
ALA49344.1,Folder43
ALA49346.1,Folder43
ALA49351.1,Folder43
ALA49352.1,Folder43
ALA49355.1,Folder43
ALA49362.1,Folder43
ALA49363.1,Folder43
ALA49371.1,Folder43
